client_id,date_demande,age,sexe,situation_familiale,nombre_enfants,niveau_etude,type_emploi,secteur_activite,anciennete_emploi,type_contrat,revenu_mensuel,autres_revenus,charges_mensuelles,nombre_dependants,anciennete_banque,solde_moyen,decouvert_frequence,incidents_paiement,historique_credit,type_credit,montant_demande,duree_demande,objet_credit,garanties_physiques,avaliste,domiciliation_salaire,utilisation_mobile_banking,frequence_transactions,epargne_reguliere,participation_tontine,verification_identite,verification_revenus,score_bureaux_credit,region,zone_residence,taux_endettement,ratio_montant_revenu,score_credit,niveau_risque,decision_credit,remboursement_ok
CLI_000983,2024-09-07,25.0,M,divorce,0,primaire,salarie_public,commerce,5.3771951154291235,retraite,275156.36518628226,18228.41639930487,145139.87070031985,4,2.0873338632816827,42223.52484569324,1,0,1,tontine,1824723.966834755,12,consommation,1,1,0,0,11,0,0,1,1,257.53011205601456,Port-Gentil,urbaine,0.5274814217074696,0.5526324294428634,298.4801962822688,tres_eleve,refuse,0
CLI_000984,2024-11-10,34.0,M,celibataire,1,primaire,salarie_public,commerce,1.1003390634309858,CDD,567335.7493745871,13821.227380691329,47050.65219567863,2,1.6199963294473974,85895.88878441624,2,2,0,consommation,283046.5912756562,18,investissement,1,0,1,1,10,0,0,1,1,322.24468746540873,Libreville,semi_urbaine,0.08293264129317741,0.04157540920987231,467.92683786559473,eleve,accepte,0
CLI_000985,2025-02-09,34.0,M,marie,1,primaire,salarie_prive,services,3.926993225125454,CDI,146367.9698867033,63653.61964070356,264919.1832657004,3,1.269519240928321,55399.834457798206,4,1,0,avance_facture,739557.9342507615,18,immobilier,0,0,0,1,8,0,0,1,0,269.6870597439006,Libreville,semi_urbaine,1.0,0.4210608912724207,200.0,tres_eleve,refuse,0
CLI_000986,2025-06-22,23.0,M,marie,3,secondaire,independant,services,2.9696057177827457,CDI,449163.8286464945,59981.08191009967,100273.31558412417,3,9.591614487852087,145304.6954990498,3,0,1,avance_facture,480936.7144488433,12,consommation,0,0,1,1,11,0,0,1,1,486.4901493140325,Libreville,rurale,0.22324441370598944,0.08922815458710114,500.81922368562516,moyen,accepte,0
CLI_000987,2025-03-12,50.0,M,marie,1,secondaire,salarie_prive,agriculture,0.5219280419883254,CDD,487278.9019184421,41042.84799586883,268056.6095570108,2,0.8519225016237043,146597.77670146566,1,3,1,consommation,445363.69205928524,24,immobilier,0,0,1,1,13,1,1,1,1,261.88062601961485,Libreville,urbaine,0.5501092054296998,0.07616508914878548,299.4436473808825,tres_eleve,refuse,0
CLI_000988,2025-02-11,43.0,F,divorce,4,secondaire,salarie_public,industrie,1.0,CDI,596572.1533829066,3629.5482085422213,164719.0659515539,4,0.522710036548547,41601.542473474095,4,0,0,avance_facture,389463.22975414037,6,immobilier,0,0,1,0,11,1,1,1,1,210.50615138097112,Libreville,urbaine,0.2761092099547427,0.054402923371696714,448.13976014454147,eleve,revue_manuelle,1
CLI_000989,2024-07-12,32.0,M,celibataire,1,secondaire,independant,services,2.8057466283518706,retraite,270645.0775906167,153270.00951740134,154197.1861909941,2,1.6384369390974365,13262.429407114167,1,1,1,consommation,248420.38543039467,12,immobilier,0,0,1,1,8,0,0,1,1,705.6724281251397,Libreville,semi_urbaine,0.5697394815516872,0.07649020987250334,384.526695566784,eleve,revue_manuelle,0
CLI_000990,2025-02-14,35.0,M,marie,2,secondaire,salarie_prive,commerce,3.3105909579772,freelance,118560.42992056046,21526.293148327375,52168.81091743512,2,0.17720947342291032,64958.828172343674,1,0,1,tontine,240400.2722948445,36,consommation,1,0,1,1,8,1,0,1,1,752.1791469377839,Libreville,urbaine,0.4400187394090086,0.16897168842921206,362.70328107701675,eleve,revue_manuelle,1
CLI_000991,2024-07-14,37.0,M,marie,1,primaire,salarie_public,administration,1.0,CDI,215336.41660721917,84233.04538232929,78177.57129605925,0,2.651624272499092,126676.91625838098,1,0,0,tontine,413811.4334043489,6,immobilier,0,1,1,1,7,0,0,1,1,484.87059333801267,Lambarene,rurale,0.36304853831880074,0.16014145057465856,405.856703100218,eleve,revue_manuelle,1
CLI_000992,2024-11-18,69.84900481116549,M,marie,0,secondaire,retraite,administration,0.5688223058399778,retraite,309811.0180539368,79784.0789949723,80087.47356626848,1,0.004524426084076,28111.32114328983,1,2,0,consommation,542692.7659142761,36,equipement,1,0,1,0,11,0,1,1,1,542.1099058615208,Oyem,rurale,0.2585042780897018,0.14597414076361104,355.3223346004261,eleve,revue_manuelle,0
CLI_000993,2025-06-02,32.0,F,marie,3,secondaire,independant,services,1.0,CDI,645025.5281045922,17604.575107242046,106444.45778843074,1,0.38705856796432525,33126.24944465911,3,0,1,investissement,1038327.1721507021,6,investissement,0,0,1,0,5,0,0,1,1,622.5621426072289,Libreville,urbaine,0.16502363573301945,0.1341454881640921,499.3319603444172,eleve,accepte,1
CLI_000994,2024-07-22,28.0,M,celibataire,1,primaire,independant,commerce,1.0,CDI,426126.87232244224,14268.125623907483,64352.53172257271,3,8.229900460032969,107122.55702361984,3,1,1,avance_commande,999534.7298097332,12,investissement,0,1,0,1,9,0,0,1,1,787.9206671169395,Franceville,urbaine,0.1510173047098479,0.19546892305456467,564.7743404791245,moyen,accepte,1
CLI_000995,2025-03-11,24.0,F,marie,3,superieur,salarie_public,administration,2.660755979114297,CDD,102610.46524594109,38306.20047965268,139395.00371707496,3,0.3040667418934567,254116.0055272526,1,1,1,spot,249684.20022276978,6,urgence,1,0,1,0,19,1,0,1,1,549.6355784870566,Libreville,rurale,1.0,0.20277675025992406,200.0,tres_eleve,refuse,0
CLI_000996,2025-02-23,32.0,F,veuf,2,secondaire,salarie_public,agriculture,1.0,CDI,78114.1796593768,22139.75442322703,423803.420114672,2,0.0736848112478883,1312432.9803783747,1,1,1,consommation,891419.6644479115,12,investissement,1,0,0,1,11,1,0,0,1,700.9023308881558,Lambarene,urbaine,1.0,0.950979353060502,207.5942869829977,tres_eleve,refuse,0
CLI_000997,2024-08-22,52.0,M,marie,3,secondaire,salarie_public,commerce,1.0218205036359778,CDI,138554.70872286157,126215.75910073401,74260.94321086499,4,0.525625860239169,103351.90834494763,2,0,1,avance_commande,692450.1354782572,3,consommation,0,0,1,1,9,1,0,1,1,712.5780098400403,Libreville,rurale,0.5359683831417266,0.4164721537680966,312.7840117399621,tres_eleve,revue_manuelle,0
CLI_000998,2024-09-10,41.0,F,divorce,2,primaire,salarie_public,services,2.430734191177087,CDD,166666.72161904993,121860.9629001679,324111.6174138214,2,0.5917509776017398,73362.66811282744,3,0,0,avance_facture,858958.5003868744,36,immobilier,1,0,1,1,7,0,0,0,1,475.9485434726296,Port-Gentil,urbaine,1.0,0.42947910858803373,222.93973317254483,tres_eleve,refuse,0
CLI_000999,2024-08-04,29.0,M,marie,2,primaire,salarie_prive,commerce,1.6040454758917329,CDI,134533.9798670851,73864.29681614219,79526.28427963218,0,0.19586639951423057,27533.31585272897,1,0,1,avance_facture,164034.43501745653,12,equipement,1,1,1,0,18,0,1,1,1,386.3832389891713,Oyem,semi_urbaine,0.5911241483988015,0.10160657006475049,311.91843349625617,tres_eleve,revue_manuelle,1
CLI_001000,2025-03-29,40.0,M,celibataire,0,primaire,independant,commerce,5.597321912929044,freelance,26256.3428757137,1064.1051260559589,42200.92646062269,2,0.6503539898605933,799029.3532523838,2,0,1,avance_commande,4905524.297507852,6,investissement,1,0,1,1,5,0,0,1,1,657.3248362163488,Port-Gentil,urbaine,1.0,15.56933093820576,200.0,tres_eleve,refuse,1
CLI_001001,2024-12-03,48.0,F,celibataire,2,primaire,salarie_prive,commerce,2.5393228070932117,CDI,131003.1120022055,93463.83218553687,56973.28599245044,1,1.3407178604124115,797726.7534613316,1,0,1,consommation,728079.299663992,12,urgence,0,1,0,0,13,0,1,1,1,502.982173936126,Port-Gentil,urbaine,0.4349002487169256,0.4631437684547362,279.6872726065894,tres_eleve,refuse,1
CLI_001002,2025-05-11,44.0,F,marie,4,secondaire,salarie_prive,services,0.4249160008335645,CDD,287995.5700133865,53333.87825193399,86189.68570153121,1,1.0968756506141313,87974.14215344844,5,0,1,avance_commande,108320.34570395999,24,consommation,1,0,0,0,9,0,0,1,1,604.3471640861725,Port-Gentil,urbaine,0.29927434542665005,0.031343174740189314,295.13800807363435,tres_eleve,refuse,1
CLI_001003,2024-10-03,35.0,M,marie,2,secondaire,salarie_public,industrie,1.4550843278700203,freelance,711124.4978016726,37128.784519170185,66203.5999207304,4,0.1685347113163965,19614.919960415176,3,0,1,investissement,413837.8761568458,18,consommation,0,1,1,0,13,1,1,1,1,451.7480528998388,Port-Gentil,urbaine,0.09309705983324751,0.04849571317870023,540.4924588171516,moyen,accepte,1
CLI_001004,2025-03-15,28.0,M,marie,1,superieur,salarie_prive,industrie,1.0,CDI,760885.4069649017,24745.130632705375,160217.8832943835,3,0.7731246950774416,5662.99498910713,4,1,1,spot,774334.84844139,3,consommation,0,0,1,1,8,1,0,1,1,332.01408260406254,Mouila,urbaine,0.21056769104493295,0.08480633673101719,475.21436943577976,eleve,accepte,1
CLI_001005,2024-08-11,41.0,M,marie,3,superieur,salarie_prive,commerce,1.0,CDI,573549.531433988,47917.86676832573,91290.88823385355,0,2.3042405963516126,51136.23287269596,1,1,1,investissement,6071106.033520232,12,consommation,0,0,1,1,16,0,1,1,1,323.1072451014137,Port-Gentil,urbaine,0.15916827271327055,0.8820955733821945,450.92939893977706,eleve,accepte,1
CLI_001006,2025-04-23,38.0,M,veuf,3,secondaire,salarie_prive,commerce,1.0,CDI,312487.6157364496,14793.71304872375,337733.59086491505,3,1.1136532468776237,19679.66422290027,1,1,0,consommation,368278.4341814574,6,immobilier,1,0,1,1,12,1,0,1,1,377.05051309167857,Libreville,urbaine,1.0,0.09821147453409841,367.02455868129493,eleve,revue_manuelle,0
CLI_001007,2025-02-22,43.0,F,marie,2,superieur,salarie_prive,agriculture,1.625805686774325,CDI,1173863.8711998935,42886.188472929796,285170.04366635345,2,0.6916008641879395,430086.5051675513,1,0,1,consommation,1164857.2998091143,3,consommation,0,0,1,1,13,0,1,1,1,386.49468831093293,Oyem,urbaine,0.24293280563687503,0.08269395117470954,521.2397750051553,moyen,accepte,1
CLI_001008,2025-04-27,41.0,M,marie,2,secondaire,salarie_prive,services,0.4249164265237002,CDD,230686.5425823303,52629.22889278508,140294.89000622014,0,0.2885578795649572,37525.57555027359,4,0,1,avance_commande,2570309.917718561,12,consommation,1,0,0,1,4,0,0,1,1,554.7308311216733,Mouila,semi_urbaine,0.6081624373738661,0.9285001662668282,200.0,tres_eleve,refuse,0
CLI_001009,2025-06-02,45.0,M,celibataire,2,secondaire,salarie_public,industrie,0.8726289453239189,CDD,427074.6987338185,56429.98697321738,156335.89394031317,2,0.9246468947506736,148077.99568124607,2,1,1,consommation,1056093.1120678608,12,consommation,0,0,0,1,10,0,0,1,1,675.4663632726737,Mouila,rurale,0.36606217695362037,0.20607111495930766,324.2449683320434,tres_eleve,revue_manuelle,0
CLI_001010,2025-06-08,29.0,F,marie,3,primaire,salarie_public,commerce,3.626619390612241,CDI,225058.48867458818,27309.651673201417,69512.86049942755,1,3.0040602196988617,122632.7728127874,1,0,1,consommation,905728.6557800199,12,consommation,1,0,1,1,8,0,0,1,1,381.28593734857424,Port-Gentil,urbaine,0.3088657571140812,0.3353678789285793,421.4275669675949,eleve,revue_manuelle,1
CLI_001011,2025-04-15,48.0,M,divorce,2,superieur,independant,agriculture,5.271053576716201,CDD,261651.56787629356,3623.616888787687,126062.59687351626,2,1.0597865185338549,7099.383784061688,1,0,1,consommation,1387275.5949638262,12,urgence,1,0,0,1,15,0,0,1,1,528.6038016002947,Port-Gentil,urbaine,0.48179568690036473,0.44183300913746654,288.12220876613986,tres_eleve,refuse,1
CLI_001012,2025-02-01,36.0,M,celibataire,1,secondaire,salarie_prive,administration,1.0,CDI,493301.99810657307,27082.08816518402,103265.2513368848,3,1.345700980378872,62877.533762188774,0,0,0,spot,1145612.9577149842,3,investissement,1,1,1,0,11,1,1,1,1,531.8928862227399,Libreville,semi_urbaine,0.20933475180162428,0.19352799470239285,600.5733712102566,moyen,accepte,1
CLI_001013,2024-09-07,55.0,F,veuf,1,secondaire,salarie_prive,services,1.0,CDI,133511.55461648674,115850.15152134972,174625.02597065154,2,2.7408701350839944,96981.59654356382,0,1,1,consommation,519423.8506516779,36,equipement,0,0,0,0,15,1,1,1,1,516.0159188811936,Libreville,semi_urbaine,1.0,0.32420655284838334,285.1037827319091,tres_eleve,refuse,1
CLI_001014,2024-09-20,28.0,F,veuf,2,superieur,salarie_public,commerce,5.794042186231798,CDI,497526.3177374131,38507.09705738256,203813.45663428312,1,0.3071270620821811,182641.0632147465,2,0,1,investissement,1076730.1458642085,3,investissement,1,0,1,1,16,1,1,1,1,360.41923923500434,Franceville,rurale,0.40965361905106856,0.18034726798655007,511.0781043494579,moyen,accepte,1
CLI_001015,2025-02-11,52.0,F,marie,3,primaire,salarie_prive,services,1.0,CDI,155562.21707241563,1994.847087075792,105410.32814208657,4,4.325429650628496,3995.848242204795,2,0,1,consommation,223512.9723671729,12,urgence,1,0,1,1,9,1,1,1,1,535.0440427008242,Libreville,urbaine,0.677608805826013,0.11973396484782117,443.3980774254245,eleve,revue_manuelle,1
CLI_001016,2024-11-26,36.0,M,marie,1,secondaire,salarie_prive,commerce,1.122667174342606,CDD,324018.85199422867,23416.33868553327,307342.47000995855,0,4.192075635254624,1240670.0209039063,1,1,0,avance_commande,1167059.9876174652,36,consommation,1,1,0,1,8,1,0,1,1,537.690266751667,Mouila,urbaine,0.9485326798683703,0.30015228549064293,385.59729324786383,eleve,revue_manuelle,0
CLI_001017,2025-05-06,28.0,F,celibataire,2,superieur,independant,commerce,1.2333384085608086,CDI,375689.4506044477,47825.29673490663,279473.69277918513,4,1.0571661860882313,30918.985459134045,1,0,0,consommation,242296.10928469297,6,consommation,1,1,0,0,5,0,1,1,1,778.3647233595664,Franceville,rurale,0.7438955028669003,0.05374476820657375,444.0049925267778,eleve,revue_manuelle,1
CLI_001018,2024-11-11,30.0,M,celibataire,3,secondaire,salarie_public,services,6.026979260838693,CDI,465409.87309269706,16439.97615666935,126763.2927308462,2,2.5108065420202728,7018.460017163957,5,0,1,investissement,1088290.2998467947,6,immobilier,0,0,1,1,19,1,0,1,1,456.623112198899,Franceville,urbaine,0.2723691525675872,0.19486234298794744,520.7501901837336,moyen,accepte,1
CLI_001019,2024-07-21,31.0,M,celibataire,0,secondaire,salarie_prive,commerce,1.0,CDI,240483.12089780602,10395.023738187881,628344.5091585636,2,1.358275859754168,64223.36747406174,3,0,0,spot,2689223.2122634617,36,urgence,1,0,1,1,6,1,0,1,1,648.1782559066999,Libreville,urbaine,1.0,0.9318821775043464,315.7739909252574,tres_eleve,revue_manuelle,0
CLI_001020,2025-02-03,39.0,F,marie,4,secondaire,salarie_public,administration,5.022557827443674,CDI,92196.55911901838,43133.59178987464,147699.03925734735,3,0.1789255835994388,54274.57171527611,1,0,1,spot,42255.03904113306,24,investissement,0,0,0,1,10,0,1,1,0,475.3224917990109,Port-Gentil,urbaine,1.0,0.03819289230612282,280.78148544862154,tres_eleve,refuse,0
CLI_001021,2024-07-15,40.0,M,celibataire,1,secondaire,salarie_prive,agriculture,1.8915961726909245,CDI,742971.1792225738,46764.79041479134,165509.9139754259,2,0.2660309615032863,36299.4104710771,2,0,1,investissement,2123671.7720100554,36,urgence,0,1,0,1,11,0,0,1,1,498.3959600114456,Port-Gentil,urbaine,0.2227676101091987,0.23819584476033687,483.26590545047077,eleve,accepte,0
CLI_001022,2024-12-14,29.0,F,marie,1,superieur,salarie_prive,industrie,4.585890130605087,CDI,306054.7464526903,30722.76964777563,168609.9166431383,4,0.0964499506726646,58441.29988513815,2,1,1,spot,1749887.243716102,6,equipement,1,0,1,1,5,0,0,1,0,495.85205459035944,Port-Gentil,semi_urbaine,0.5509142354346787,0.4764635695623273,316.3302030989067,tres_eleve,revue_manuelle,0
CLI_001023,2025-02-19,34.0,M,marie,1,superieur,salarie_prive,administration,3.494762361736052,retraite,99148.51652916442,4852.926123132462,180550.53439266252,3,0.07993855383475978,355662.69141516817,1,3,1,tontine,1739453.4714598444,36,consommation,0,0,1,1,14,0,1,1,1,800.0,Libreville,semi_urbaine,1.0,1.4619931899066672,214.5959002037772,tres_eleve,refuse,0
CLI_001024,2024-10-25,56.0,M,celibataire,2,primaire,salarie_prive,industrie,3.9514249908398185,CDI,2310370.1009334424,67096.13921275911,54764.31330668172,0,6.8850824162631525,15660.553152637574,3,0,0,investissement,2585211.6128509874,18,immobilier,0,0,0,1,2,0,0,1,0,595.9351129894612,Port-Gentil,urbaine,0.023703697206155706,0.09324666250826014,641.2654970936177,moyen,accepte,1
CLI_001025,2024-10-05,52.0,F,marie,0,secondaire,salarie_public,services,1.0,CDI,554916.0785395111,70490.67329740898,127379.63272182866,3,0.3260076483945151,594436.9321529996,1,0,1,tontine,1917065.6147077268,12,immobilier,1,0,1,1,8,0,0,1,1,543.8822762476225,Libreville,urbaine,0.22954756160081058,0.2878912218812843,512.6152437288803,moyen,accepte,1
CLI_001026,2024-10-29,39.0,M,veuf,0,secondaire,salarie_public,services,1.107882085296284,freelance,796955.1679678821,24790.361295926523,75103.9485196521,2,0.3182390580193609,212259.9080335452,2,1,1,consommation,845846.886966096,36,consommation,1,0,1,1,9,1,1,1,1,366.4469511508762,Libreville,urbaine,0.09423861157856102,0.08844567851945806,533.6168409180112,moyen,accepte,0
CLI_001027,2024-11-26,35.0,F,marie,2,secondaire,salarie_public,services,1.0,CDI,235033.3454264833,445.8176496170638,128690.55904121953,1,2.735348704005491,148747.97307522208,1,1,1,tontine,2027645.4730126376,24,consommation,0,1,0,0,3,1,1,1,1,554.283525930973,Oyem,urbaine,0.5475417065085046,0.718921205745417,298.01600716725716,tres_eleve,refuse,0
CLI_001028,2025-05-28,36.0,M,marie,2,secondaire,independant,commerce,0.4037555272429818,CDD,1009946.276958342,50732.54140984581,242571.30023669702,1,1.8557089924682422,21698.84960211315,0,4,1,avance_facture,1780651.4345592503,24,immobilier,1,1,1,1,10,0,0,0,1,656.7543982850935,Lambarene,urbaine,0.24018237976702056,0.14692625036799342,495.75527581190784,eleve,accepte,1
CLI_001029,2024-09-05,41.0,F,marie,2,superieur,salarie_prive,administration,3.0585794854850112,freelance,104797.71424742103,190870.78908321427,242846.43783194575,1,3.9409745384423926,98274.78259911355,1,0,0,consommation,6172765.81965434,24,immobilier,1,0,1,1,11,1,1,1,1,579.1874005054169,Libreville,urbaine,1.0,4.908476824441049,320.17533714058834,tres_eleve,revue_manuelle,0
CLI_001030,2025-06-18,24.0,M,marie,2,superieur,salarie_public,industrie,3.5636256865227893,CDI,326015.5564866611,33362.05702729239,163056.77453282854,7,2.6499927204092915,615668.850608923,3,1,0,investissement,231532.3743814456,6,consommation,1,0,1,1,11,1,0,1,1,542.7700686791941,Libreville,urbaine,0.5001502881949131,0.05918234313636676,394.9437428578362,eleve,revue_manuelle,0
CLI_001031,2024-11-29,32.0,M,divorce,2,secondaire,salarie_public,services,0.45763825096916577,freelance,396080.5120019919,58182.93110020369,183319.33103918348,3,2.3832614469660336,141599.66321803158,2,0,1,consommation,1262322.5244653763,12,consommation,0,0,0,1,12,0,0,1,1,384.8138907277175,Franceville,semi_urbaine,0.46283350350309976,0.26558626470599744,265.8225494070235,tres_eleve,refuse,0
CLI_001032,2025-01-24,18.0,M,celibataire,1,primaire,salarie_public,agriculture,4.38963562617382,CDD,125787.59715446107,37472.84169404817,42288.64293437804,4,1.9814168740025118,13598.275458543969,3,0,1,spot,307501.9911874357,6,consommation,0,0,1,1,5,1,0,1,1,543.8265092191658,Libreville,urbaine,0.3361908796337817,0.20371774731351175,292.9901560156229,tres_eleve,refuse,0
CLI_001033,2024-09-02,38.0,F,divorce,2,primaire,salarie_public,administration,1.0140920945725564,freelance,186247.84929913466,13563.179066788414,106207.05909885088,0,0.33105501570315693,9097.205880300517,1,0,0,investissement,574706.6709989059,18,immobilier,0,1,0,1,8,0,1,1,1,379.40514149093127,Port-Gentil,urbaine,0.5702458283331401,0.25714241943444915,214.01142404757496,tres_eleve,refuse,0
CLI_001034,2025-03-02,41.0,F,marie,3,secondaire,salarie_prive,services,1.418646614220897,CDI,252468.37792827285,20798.96397405577,70652.677946201,3,2.555523164816308,8783.709874036313,1,1,1,avance_facture,215927.89451802184,24,investissement,1,1,1,1,7,1,1,1,1,800.0,Libreville,semi_urbaine,0.2798476329034509,0.07127225737136597,587.3715398064543,moyen,accepte,1
CLI_001035,2025-06-25,30.0,F,divorce,2,superieur,salarie_public,agriculture,14.99668743267521,CDI,77113.23234118287,161653.5302234631,53325.94022935184,2,1.9733115344293037,301631.19618743495,1,0,0,retraite,343841.86152617837,18,consommation,0,1,0,1,11,1,0,1,1,371.0567145522132,Lambarene,urbaine,0.6915277522463904,0.3715768045325765,347.2243039261653,tres_eleve,revue_manuelle,0
CLI_001036,2025-05-23,50.0,M,celibataire,5,secondaire,salarie_prive,commerce,1.0,CDI,362443.9772092134,45220.10944883007,113819.97383441032,3,1.6535497409715891,16663.194193446023,3,0,1,investissement,3643949.827648967,6,equipement,0,0,1,1,10,1,0,1,1,608.2678307081411,Port-Gentil,urbaine,0.3140346674010534,0.8378190968314282,392.546910127339,eleve,revue_manuelle,0
CLI_001037,2025-03-13,22.0,M,divorce,2,secondaire,salarie_prive,agriculture,0.3771003674677372,retraite,175927.227406862,10407.198982699601,233008.1584078921,5,2.7518750742024833,71613.35516590673,2,0,1,spot,846066.0600072185,18,equipement,1,1,0,0,10,1,1,1,1,216.26952918660476,Libreville,urbaine,1.0,0.4007651688703388,235.6283032446347,tres_eleve,refuse,0
CLI_001038,2024-07-28,20.0,M,veuf,1,superieur,independant,agriculture,0.9380122753005877,freelance,252548.01253169216,2554.068396938761,142862.6607457416,1,0.26746981713767987,206424.02139556408,1,1,1,spot,642483.9464992513,36,urgence,0,1,0,1,7,0,0,1,1,375.2352048571736,Libreville,urbaine,0.565685151562275,0.21200059481053668,200.0,tres_eleve,refuse,0
CLI_001039,2024-09-17,37.0,M,celibataire,4,primaire,salarie_public,services,8.056163964112196,CDD,553183.3862877823,2737.2975154787496,60007.65166469015,0,2.7112118066992323,91175.07845495496,2,0,0,consommation,283250.3739178012,12,consommation,0,0,1,1,6,0,0,1,0,800.0,Port-Gentil,rurale,0.10847695927272913,0.04266975186092055,649.3702749031232,moyen,accepte,1
CLI_001040,2024-09-11,45.0,M,veuf,4,primaire,salarie_prive,industrie,0.38367057001039523,CDD,462593.825515677,34717.807102866835,178054.28566981934,1,4.148901363076318,7022.936123804494,1,1,1,avance_facture,1860547.7113922797,18,consommation,1,0,0,1,8,0,0,1,1,319.99681689466286,Port-Gentil,rurale,0.38490415532748007,0.33516582812835,346.02420876804285,tres_eleve,revue_manuelle,1
CLI_001041,2025-06-28,51.0,F,celibataire,2,secondaire,independant,industrie,2.8709003800306814,CDI,136624.6734864613,5548.112862247089,213263.35878100916,0,0.3996598394719035,27370.098893544415,1,1,1,consommation,1257305.6770400887,18,urgence,0,0,0,1,13,1,0,1,1,692.2919398136692,Libreville,urbaine,1.0,0.7668854417943526,239.0136022018639,tres_eleve,refuse,0
CLI_001042,2024-07-29,30.0,F,celibataire,1,superieur,independant,commerce,4.726307721954216,CDI,202466.4336229414,89383.8723377964,410803.8970168181,2,2.404931368333787,85430.13793216633,2,0,1,investissement,306036.3417260101,3,immobilier,0,0,1,1,8,0,0,1,1,281.29930760103287,Mouila,urbaine,1.0,0.12596176077592433,316.5142012364792,tres_eleve,revue_manuelle,0
CLI_001043,2025-02-21,45.0,M,marie,3,superieur,salarie_public,services,7.667421110231645,CDI,182478.39191447315,20956.651262635474,31946.574061759486,2,4.445717152261718,41797.2684350361,1,0,1,consommation,2734272.075415332,18,equipement,0,0,1,0,7,0,0,1,1,660.3120528500256,Franceville,semi_urbaine,0.17507044930959667,1.2486739054090643,449.95596056283466,eleve,revue_manuelle,1
CLI_001044,2024-09-16,34.0,M,veuf,3,secondaire,salarie_prive,administration,1.9504442302132363,freelance,167170.44742099868,24227.63274582583,93682.92129264113,2,0.2667952119696247,344172.9207850664,1,1,0,consommation,120861.27511863789,18,urgence,0,0,1,1,6,1,1,1,1,327.6710514948156,Libreville,urbaine,0.5604036044523585,0.060248525274258606,247.0731867867283,tres_eleve,refuse,0
CLI_001045,2025-06-18,33.0,F,marie,0,secondaire,salarie_prive,services,1.8357535906259146,CDD,199516.4830844803,21098.466074490603,89270.4709256344,1,2.519271590260954,40040.4696155345,2,1,0,tontine,1448662.9506619177,3,equipement,1,0,1,1,8,1,0,1,1,394.63974030210767,Mouila,urbaine,0.44743406432156807,0.6050723764213661,274.43895319478617,tres_eleve,refuse,0
CLI_001046,2025-04-10,43.0,M,marie,3,secondaire,salarie_public,services,5.2739579129481164,CDD,188134.5931995078,38287.4072589232,237306.81396046438,3,2.102895018144008,114689.688690203,0,0,1,avance_facture,413806.9113461707,18,consommation,0,1,1,0,13,1,1,1,1,209.3105620525916,Libreville,rurale,1.0,0.1832938254065748,326.0417404287247,tres_eleve,revue_manuelle,0
CLI_001047,2024-11-10,41.0,M,marie,1,secondaire,salarie_public,administration,0.6538656946240832,freelance,149628.45569217126,315789.22589687706,60240.488101083596,3,0.49785614424288477,113588.71813297068,1,1,1,investissement,1575578.6002474143,24,immobilier,0,0,1,0,8,0,0,1,1,777.8658923576152,Libreville,rurale,0.40260048011867205,0.8774949663144468,200.0,tres_eleve,refuse,0
CLI_001048,2024-10-16,19.0,M,veuf,3,secondaire,salarie_prive,services,1.8605710186882238,CDI,88077.61009066777,113482.73871983303,170545.50930040382,2,0.69651097266048,46225.228745635875,1,0,1,investissement,591280.3080183747,24,urgence,0,0,1,1,8,1,1,1,1,227.74642735585172,Port-Gentil,semi_urbaine,1.0,0.5594311533976553,200.0,tres_eleve,refuse,0
CLI_001049,2024-08-09,49.0,M,marie,1,secondaire,salarie_prive,industrie,3.046117649186437,CDI,311206.76835756167,13185.577540427357,133032.2794590772,4,7.1448614902068295,57623.86723118436,3,0,0,avance_commande,432342.895270261,3,consommation,1,0,1,1,14,0,0,1,1,537.3850728392648,Libreville,urbaine,0.42747232060913753,0.11577053672708036,481.85503065678864,eleve,accepte,1
CLI_001050,2024-11-24,48.0,F,celibataire,3,primaire,salarie_public,agriculture,3.6128504609627052,freelance,163138.23827171282,113897.6837126314,86355.73778006043,3,0.9575477839077512,43512.34097471914,4,0,1,avance_commande,1248639.0010597748,3,investissement,0,0,1,1,10,0,0,1,1,492.14066105706195,Mouila,urbaine,0.5293408749224797,0.6378225680910565,200.0,tres_eleve,refuse,0
CLI_001051,2025-02-16,28.0,M,marie,2,secondaire,independant,services,1.0,CDI,131239.75762972867,43646.89158879943,103035.18531211553,1,6.617067929554429,590084.6670336522,0,0,1,retraite,1312891.6017335057,6,consommation,0,1,0,1,8,0,1,1,1,646.6131274667957,Libreville,urbaine,0.7850912495801181,0.8336470247565355,344.70450889428184,tres_eleve,revue_manuelle,0
CLI_001052,2025-04-07,38.0,M,celibataire,1,secondaire,independant,administration,6.0558856269058055,CDD,139132.3836163308,65697.16554288943,71498.70008832181,3,0.7518860353208708,220684.58606394017,4,1,1,consommation,1643323.6514178058,24,consommation,0,1,0,1,7,1,1,1,1,638.7807869372563,Port-Gentil,rurale,0.5138897087071078,0.9842686084914928,220.30333471922106,tres_eleve,refuse,1
CLI_001053,2024-09-12,39.0,M,marie,4,secondaire,salarie_public,administration,5.115331222231252,CDI,280999.8596207437,36761.66399531188,117668.61996231053,6,0.1857788570343695,922835.034708962,3,0,1,spot,680229.2462802548,24,consommation,0,0,0,1,9,0,0,1,0,519.0684665716361,Libreville,urbaine,0.41874974642736124,0.20172882150141103,316.5513964725589,tres_eleve,revue_manuelle,0
